0,0
-0.0053,-0.1059
-0.02,-0.2932
-0.043,-0.4604
-0.0742,-0.625
-0.1135,-0.7861
-0.1607,-0.943
-0.2154,-1.0945
-0.2775,-1.2421
-0.3467,-1.3842
-0.423,-1.5257
-0.5063,-1.6672
-0.5971,-1.8162
-0.6961,-1.9782
-0.8041,-2.1603
-0.9226,-2.3711
-1.0533,-2.614
-1.1925,-2.784
-1.3369,-2.8877
-1.4875,-3.0127
-1.6442,-3.1336
-1.8066,-3.2464
-1.974,-3.3489
-2.1461,-3.4414
-2.3222,-3.523
-2.502,-3.5955
-2.6849,-3.6591
-2.8707,-3.715
-3.0589,-3.7642
-3.2493,-3.8075
-3.4416,-3.8455
-3.6355,-3.8792
-3.8309,-3.909
-4.0278,-3.9355
-4.2257,-3.9589
-4.4247,-3.9799
-4.6247,-3.9985
-4.8254,-4.0152
-5.0269,-4.0302
-5.2291,-4.0436
-5.4319,-4.0556
-5.6351,-4.0664
-5.839,-4.0761
-6.0432,-4.0849
-6.2479,-4.0928
-6.4528,-4.0999
-6.6582,-4.1063
-6.8637,-4.1121
-7.0697,-4.1171
-7.2758,-4.1219
-7.482,-4.1259
-7.6885,-4.1296
-7.8951,-4.1329
-8.1019,-4.1358
-8.3088,-4.1384
-8.5159,-4.1406
-8.7231,-4.1426
-8.9303,-4.1443
-9.1375,-4.1457
-9.3449,-4.1469
-9.5523,-4.148
-9.7598,-4.1487
-9.9672,-4.1494
-10.1746,-4.1498
