0,0
-0.0081,-0.1625
-0.0341,-0.5194
-0.0795,-0.9086
-0.1439,-1.2879
-0.2265,-1.6528
-0.3264,-1.9975
-0.4423,-2.3185
-0.5729,-2.6115
-0.7166,-2.8741
-0.8719,-3.1065
-1.0373,-3.3082
-1.2114,-3.4818
-1.3928,-3.6279
-1.5802,-3.7471
-1.772,-3.8368
-1.9666,-3.8916
-2.1557,-3.7815
-2.3314,-3.5153
-2.4896,-3.1633
-2.6216,-2.6398
-2.7284,-2.1352
-2.8114,-1.6606
-2.8735,-1.2418
-2.9198,-0.9265
-2.9552,-0.7084
-2.9842,-0.5787
-3.0109,-0.5348
-3.0396,-0.5741
-3.0742,-0.6927
-3.1187,-0.8886
-3.1748,-1.1231
-3.2337,-1.1775
-3.2932,-1.19
-3.3552,-1.2411
-3.4215,-1.3246
-3.4933,-1.4371
-3.572,-1.574
-3.6586,-1.7317
-3.7538,-1.9036
-3.8579,-2.083
-3.9712,-2.2651
-4.0933,-2.4417
-4.2236,-2.6054
-4.3583,-2.6954
-4.4958,-2.7502
-4.6356,-2.7954
-4.7769,-2.8252
-4.9189,-2.8403
-5.061,-2.8414
-5.2023,-2.8276
-5.3424,-2.7999
-5.4802,-2.7564
-5.6138,-2.672
-5.7391,-2.5066
-5.8558,-2.3347
-5.9637,-2.1565
-6.0625,-1.9768
-6.1526,-1.803
-6.2346,-1.6401
-6.3138,-1.5841
-6.4985,-3.692
-6.7408,-4.8477
-6.9984,-5.1516
-7.2639,-5.3099
-7.5233,-5.1876
-7.7724,-4.9834
-8.0104,-4.7584
-8.237,-4.5323
-8.4529,-4.3179
-8.6591,-4.1232
-8.8567,-3.9521
-9.0469,-3.8058
-9.2312,-3.6841
-9.4104,-3.5856
-9.5859,-3.5089
-9.7585,-3.4517
-9.9291,-3.412
-10.0982,-3.3829
-10.259,-3.2154
-10.4088,-2.9964
-10.5483,-2.7901
-10.6777,-2.5868
-10.7968,-2.3838
-10.9059,-2.1804
-11.0046,-1.9752
-11.093,-1.7682
-11.171,-1.5591
-11.2384,-1.3477
-11.2951,-1.135
-11.3412,-0.9201
-11.3764,-0.7039
-11.4008,-0.4867
-11.4142,-0.2687
