0,0
0.0062,0.1231
0.0241,0.3581
0.0537,0.5911
0.0948,0.8234
0.1475,1.0545
0.2117,1.2846
0.2873,1.513
0.3743,1.7394
0.4725,1.9634
0.5817,2.1842
0.7017,2.4012
0.8324,2.6137
0.9734,2.8204
1.1245,3.0208
1.2851,3.2136
1.4551,3.3985
1.6281,3.4598
1.7986,3.4113
1.9675,3.3775
2.1352,3.3551
2.3028,3.3518
2.4716,3.3753
2.6432,3.4326
2.8196,3.5276
3.0025,3.658
3.1933,3.8157
3.3926,3.9861
3.6002,4.1525
3.8152,4.2996
4.036,4.4164
4.2609,4.4989
4.4884,4.548
4.7168,4.5687
4.9452,4.5671
5.1727,4.5505
5.3989,4.5243
5.6236,4.4925
5.8464,4.459
6.0678,4.4248
6.2873,4.3924
6.5054,4.3615
6.7221,4.333
6.9374,4.3069
7.1515,4.283
7.3647,4.2614
7.5768,4.2419
7.7879,4.2242
