0,0
0.0071,0.141
0.0286,0.4314
0.0654,0.736
0.1174,1.0404
0.1846,1.3436
0.2669,1.6452
0.3641,1.9452
0.4762,2.243
0.6031,2.5386
0.7448,2.8321
0.9009,3.124
1.0716,3.4135
1.2567,3.7021
1.4562,3.9893
1.67,4.2764
1.8982,4.5642
2.1408,4.8532
2.3981,5.1447
2.6701,5.4405
2.9572,5.7423
3.2598,6.0517
3.5707,6.2168
3.8783,6.1543
4.1813,6.0601
4.4792,5.9563
4.7715,5.8466
5.0582,5.734
5.3393,5.6226
5.6149,5.5105
5.8808,5.3183
6.1347,5.0777
6.3758,4.823
6.6037,4.5565
6.8175,4.2764
7.0166,3.9815
7.2002,3.6733
7.3678,3.3515
7.5188,3.0183
7.6526,2.677
7.769,2.3274
7.8677,1.9738
7.9485,1.6168
8.0114,1.2577
8.0563,0.8983
8.0832,0.537
