0,0
0.0072,0.1439
0.0294,0.4442
0.0675,0.7613
0.1212,1.076
0.1906,1.3865
0.2752,1.6923
0.3748,1.9925
0.4891,2.2867
0.6178,2.574
0.7606,2.8559
0.9172,3.1312
1.0872,3.4017
1.2706,3.6672
1.4671,3.9293
1.6765,4.1881
1.8988,4.4456
2.1339,4.7021
2.3818,4.9589
2.6427,5.2174
2.9166,5.4786
3.2038,5.7447
3.5047,6.0172
3.8195,6.2962
4.1331,6.2727
4.4348,6.0321
4.7243,5.7919
5.0025,5.5644
5.2701,5.3506
5.5277,5.1524
5.7763,4.9722
6.017,4.8138
6.2511,4.6819
6.4802,4.5829
6.7064,4.5237
6.9315,4.4998
7.11,3.5707
7.2628,3.0577
7.4249,3.2412
7.5945,3.3914
7.7691,3.4923
7.9445,3.5086
8.1012,3.1331
8.2321,2.6182
8.339,2.139
8.4259,1.7369
8.5006,1.4947
8.5709,1.4063
8.6437,1.4562
8.7258,1.642
8.8235,1.9534
8.9404,2.3374
9.0784,2.7611
9.2384,3.1999
9.42,3.6317
9.6222,4.0439
9.8438,4.4324
10.0837,4.7976
10.3408,5.1419
10.6145,5.4746
10.9075,5.8596
11.2146,6.142
11.5342,6.3917
11.8663,6.6438
12.2113,6.8988
12.5692,7.1567
12.94,7.4173
13.324,7.6801
13.7194,7.908
14.1169,7.9501
14.5152,7.9657
14.9142,7.9796
15.3135,7.9865
15.7048,7.8263
16.085,7.6022
16.4538,7.3765
16.8098,7.1208
17.1527,6.8585
17.482,6.5853
17.7967,6.2952
18.0958,5.982
18.378,5.6439
18.6427,5.2931
18.8907,4.9606
19.1246,4.6783
19.3471,4.4482
19.5462,3.9817
19.721,3.4957
19.8762,3.1045
20.0108,2.6934
20.1242,2.2681
20.2163,1.8404
20.2881,1.4365
20.3437,1.1129
20.3881,0.8876
20.4265,0.7676
20.4648,0.7667
20.5099,0.9021
20.5697,1.1953
20.6508,1.6224
20.7583,2.1504
20.8959,2.7512
21.0648,3.3776
21.2645,3.9953
21.4937,4.5835
21.7503,5.1317
22.0234,5.4626
22.2929,5.3895
22.5601,5.3435
22.822,5.239
23.0784,5.1274
23.3289,5.0099
23.5735,4.8923
23.8139,4.8078
24.0518,4.7584
24.2888,4.7384
24.5259,4.7431
24.7645,4.7704
25.0055,4.822
25.2508,4.9051
25.5022,5.0287
25.7598,5.1509
26.0215,5.2346
26.2861,5.2915
26.5447,5.1733
26.78,4.7049
27.0157,4.715
27.2683,5.0513
27.5163,4.9602
27.7607,4.8877
28.0023,4.8323
28.242,4.7928
28.4803,4.7663
28.7178,4.7511
28.9551,4.7452
29.1925,4.748
29.4304,4.7579
29.6691,4.7742
29.9089,4.7969
30.1502,4.8254
30.3931,4.8589
30.638,4.8966
30.8848,4.9373
31.1338,4.9791
31.382,4.9646
31.6139,4.6369
31.863,4.9834
32.1246,5.2316
32.3809,5.126
32.6306,4.9939
32.875,4.888
33.1154,4.808
33.3529,4.7504
33.5886,4.7133
33.8232,4.6932
34.0576,4.6865
34.2922,4.6922
34.5277,4.7085
34.7644,4.736
35.0032,4.7756
35.2448,4.8309
35.4899,4.9042
35.74,5.0001
35.9961,5.1231
36.2597,5.2716
36.5309,5.4245
36.8062,5.5046
37.0712,5.3012
37.3308,5.1917
37.5848,5.0796
37.8328,4.9606
38.0753,4.8504
38.3142,4.7763
38.551,4.7378
38.7874,4.7278
39.0247,4.7451
39.2641,4.789
39.5076,4.8695
39.7572,4.9929
40.0114,5.0826
40.2663,5.0989
40.5193,5.0592
40.7687,4.9886
41.014,4.9061
41.2552,4.8236
41.4926,4.7487
41.7254,4.6547
41.9424,4.3413
42.1833,4.8181
42.4175,4.6831
42.6316,4.2822
42.8238,3.8449
42.9924,3.3707
43.1356,2.8654
43.253,2.3483
43.3457,1.8537
43.4177,1.44
43.4771,1.1867
43.5313,1.0844
43.5873,1.1205
43.6518,1.2904
43.7313,1.589
43.83,1.9746
43.9502,2.4043
44.093,2.8553
44.2843,3.8262
44.5121,4.5558
44.7518,4.7944
45.0035,5.0343
45.2673,5.2752
45.5431,5.5167
45.8311,5.7586
46.1311,6.0008
46.4432,6.2429
46.7675,6.485
47.1039,6.7268
47.4522,6.9681
47.8127,7.2086
48.1851,7.4482
48.5694,7.6864
48.9636,7.8847
49.374,8.2067
49.7939,8.3995
50.2047,8.216
50.5978,7.8613
50.9729,7.5028
51.331,7.1609
51.6726,6.8326
51.9984,6.5157
52.3088,6.2084
52.6043,5.9097
52.8852,5.6186
53.152,5.3346
53.4048,5.0572
53.6442,4.7862
53.8702,4.5211
54.0833,4.2619
54.2837,4.0082
54.468,3.6854
54.6133,2.9056
54.7348,2.4303
54.8365,2.0344
54.9195,1.6592
54.9867,1.3449
55.0419,1.1028
55.0888,0.9387
55.132,0.8641
55.1765,0.8893
55.2282,1.0346
55.2944,1.3236
